city,index_within_city,venue_cat,correctCategoryPredictionProb,predictedCategory,isPredictedCategoryCorrect,inTopTen,correctLocationPredictionProb,predictedLocation,isPredictedLocationCorrect
0,2916,46.0,0.0022319769664278723,70.0,0,0,0.04007258612344151,3355.0,0
1,839,22.0,0.010757320492045364,70.0,0,0,0.048611607890625,2337.0,0
0,2574,136.0,0.001947488410077798,70.0,0,0,0.03994666354739842,2392.0,0
1,34,109.0,0.004597840441728053,70.0,0,0,0.047943962775662284,2337.0,0
1,2061,336.0,0.0021308779250774276,70.0,0,0,0.03929889141831261,851.0,0
0,3456,105.0,0.0036889264603283986,70.0,0,0,0.03997696588987225,3355.0,0
1,1313,271.0,0.0018649516978933454,70.0,0,0,0.052638497905461476,1313.0,1
0,4171,140.0,0.013122320918025104,70.0,0,0,0.040016385189705794,3355.0,0
1,1702,70.0,0.02947875582552964,70.0,1,1,0.04919245508963361,2337.0,0
1,1335,105.0,0.003633099967957957,70.0,0,0,0.04589894115958609,2337.0,0
1,1052,141.0,0.00776794932676211,70.0,0,0,0.0446713764058986,1313.0,0
0,2673,173.0,0.005268724510585333,70.0,0,0,0.03999358193064134,3355.0,0
1,1514,148.0,0.007434764293468405,70.0,0,0,0.04308349136535801,2337.0,0
0,2351,43.0,0.0026672533309935885,70.0,0,0,0.03999588939388997,3355.0,0
1,1989,170.0,0.0011821490527820565,70.0,0,0,0.06626663865114688,1313.0,0
1,916,132.0,0.0013821248683645237,70.0,0,0,0.02973770400174413,1313.0,0
0,2191,157.0,0.0055578797692196315,70.0,0,0,0.0399955755006882,3355.0,0
1,1479,71.0,0.012921198459725643,70.0,0,0,0.04955331592024464,2337.0,0
1,2337,335.0,0.005917047189097839,70.0,0,0,0.0499001195784937,2337.0,1
0,1260,263.0,0.0070148733639570846,70.0,0,0,0.04000306286625659,3355.0,0
0,3313,120.0,0.02324626331998463,70.0,0,1,0.04086252977995955,3355.0,0
0,3703,343.0,3.5308511380220003E-4,70.0,0,0,0.039410630950774496,2392.0,0
1,203,164.0,0.0012385514304106562,70.0,0,0,0.05377501316925971,946.0,0
1,679,10.0,0.004263088650890892,70.0,0,0,0.04533698872257509,2337.0,0
0,1386,106.0,0.0032761865629921325,70.0,0,0,0.039969579288414596,3355.0,0
0,2954,109.0,0.004440239429506209,70.0,0,0,0.03902341540476875,3355.0,0
1,1776,106.0,0.004497447765074115,70.0,0,0,0.06079172145396419,1776.0,1
0,3355,120.0,0.023549822477775914,70.0,0,1,0.04154683599384595,3355.0,1
1,1224,315.0,0.005455091422196983,70.0,0,0,0.04756236056945327,2337.0,0
1,851,236.0,9.44852043607916E-4,288.0,0,0,0.027980965488876963,1313.0,0
0,3818,120.0,0.0228738039343102,70.0,0,1,0.040022903415658645,3355.0,0
1,2147,70.0,0.02947875582552959,70.0,1,1,0.04919245508963361,2337.0,0
0,2896,141.0,0.00776794932676211,70.0,0,0,0.039900748861748936,3355.0,0
0,1153,120.0,0.02293683137121023,70.0,0,1,0.04016498467257769,3355.0,0
1,88,148.0,0.008310463377028458,70.0,0,0,0.04835600094205284,2337.0,0
0,2027,190.0,0.0016153398198383133,70.0,0,0,0.03978967980337559,2392.0,0
0,2392,84.0,0.007558847837091443,70.0,0,0,0.038612814147972026,3355.0,0
0,3206,120.0,0.0228738039343102,70.0,0,1,0.040022903415658645,3355.0,0
1,1545,315.0,0.005463341984140817,70.0,0,0,0.04767412457404517,2337.0,0
0,3699,44.0,0.02815870463603134,70.0,0,1,0.040024575706900815,3355.0,0
0,3854,132.0,0.0014298374873211272,70.0,0,0,0.04135679766803838,2392.0,0
0,1717,141.0,0.007833937078672148,70.0,0,0,0.040375445988641706,3355.0,0
1,1306,92.0,0.01917329651465643,70.0,0,1,0.04453195935692718,2337.0,0
0,2424,64.0,0.00531845750023543,70.0,0,0,0.04039470113026989,3355.0,0
1,946,257.0,0.002816053708644847,70.0,0,0,0.04085418251379856,851.0,0
1,185,151.0,0.012733333158083391,70.0,0,0,0.04975882261350639,2337.0,0
0,3631,88.0,0.0016542837776565567,70.0,0,0,0.03990870648771016,2392.0,0
0,1069,40.0,0.01398132615453573,70.0,0,1,0.04005582041549136,3355.0,0
