city,index_within_city,venue_cat,correctCategoryPredictionProb,predictedCategory,isPredictedCategoryCorrect,inTopTen,correctLocationPredictionProb,predictedLocation,isPredictedLocationCorrect
1,1108,44.0,0.0024193645166847738,70.0,0,1,0.04,1108.0,1
1,2154,414.0,0.002500388258808031,414.0,1,1,0.04,1108.0,0
1,837,273.0,0.0023960926930431193,230.0,0,0,0.04,1108.0,0
0,2939,234.0,0.0024231437924990364,70.0,0,1,0.04,2939.0,1
1,886,35.0,0.002383505616878652,230.0,0,0,0.04,1108.0,0
1,284,230.0,0.002541205084119077,230.0,1,1,0.04,1108.0,0
0,2579,259.0,0.0024300281353207107,141.0,0,1,0.04,2939.0,0
0,1912,152.0,0.00242776978448304,44.0,0,0,0.04,2939.0,0
1,537,230.0,0.002457361161732558,70.0,0,1,0.04,1108.0,0
1,2215,49.0,0.0024515927105554303,230.0,0,1,0.04,1108.0,0
1,1330,240.0,0.002402644689171088,70.0,0,0,0.04,1108.0,0
1,2027,59.0,0.0024140003941127727,70.0,0,0,0.04,1108.0,0
0,459,236.0,0.002393108822768396,44.0,0,0,0.04,2939.0,0
1,2028,259.0,0.002431646799694855,26.0,0,1,0.04,1108.0,0
1,609,76.0,0.002383475518492359,148.0,0,0,0.04,1108.0,0
1,1989,170.0,0.0023843946792947864,95.0,0,0,0.04,1108.0,0
0,2333,160.0,0.002384159769984629,70.0,0,0,0.04,2939.0,0
0,142,27.0,0.0023851844817718614,70.0,0,0,0.04,2939.0,0
0,1436,44.0,0.0025465207460014508,44.0,1,1,0.04,2939.0,0
0,2747,248.0,0.0023830273199963903,141.0,0,0,0.04,2939.0,0
0,3053,159.0,0.0024018820436504753,70.0,0,0,0.04,2939.0,0
0,1594,100.0,0.0023818683363950877,44.0,0,0,0.04,2939.0,0
0,3335,320.0,0.0024093122785312617,190.0,0,0,0.04,2939.0,0
0,2808,45.0,0.0023834204964164754,44.0,0,0,0.04,2939.0,0
0,3353,304.0,0.002428403409083069,300.0,0,1,0.04,2939.0,0
1,526,70.0,0.0025349733567740632,70.0,1,1,0.04,1108.0,0
0,1749,49.0,0.0024214828651426333,44.0,0,1,0.04,2939.0,0
0,1443,248.0,0.002410289282269681,44.0,0,0,0.04,2939.0,0
1,1692,71.0,0.0024222931129112882,179.0,0,1,0.04,1108.0,0
1,1635,288.0,0.0028956519857777636,288.0,1,1,0.04,1108.0,0
1,4,259.0,0.0024767049043422644,259.0,1,1,0.04,1108.0,0
1,1526,32.0,0.0023948765450091843,230.0,0,0,0.04,1108.0,0
1,2168,34.0,0.0023986201438418726,39.0,0,0,0.04,1108.0,0
0,11,269.0,0.0023961438051758027,61.0,0,0,0.04,2939.0,0
1,420,150.0,0.0023858702330607643,70.0,0,0,0.04,1108.0,0
0,947,28.0,0.0023924204408153223,141.0,0,0,0.04,2939.0,0
0,2909,106.0,0.002385799935982081,70.0,0,0,0.04,2939.0,0
1,1522,233.0,0.0023920603858363634,26.0,0,0,0.04,1108.0,0
0,2282,92.0,0.002490187734215606,70.0,0,1,0.04,2939.0,0
0,800,230.0,0.0023830179103533316,44.0,0,0,0.04,2939.0,0
1,429,59.0,0.0023929602651546734,148.0,0,0,0.04,1108.0,0
1,363,141.0,0.0024146937416408354,143.0,0,1,0.04,1108.0,0
0,2795,44.0,0.002618748805852346,44.0,1,1,0.04,2939.0,0
0,3549,44.0,0.0024278662098928465,70.0,0,1,0.04,2939.0,0
1,2109,179.0,0.0025726275602479566,179.0,1,1,0.04,1108.0,0
1,946,257.0,0.0023929457099718873,230.0,0,0,0.04,1108.0,0
0,2483,201.0,0.0024506371648815913,70.0,0,1,0.04,2939.0,0
0,2369,152.0,0.0024190777014517946,44.0,0,0,0.04,2939.0,0
1,1208,92.0,0.002385276216136638,2.0,0,0,0.04,1108.0,0
0,2971,301.0,0.00240088611114136,288.0,0,1,0.04,2939.0,0
