city,index_within_city,venue_cat,correctCategoryPredictionProb,predictedCategory,isPredictedCategoryCorrect,inTopTen,correctLocationPredictionProb,predictedLocation,isPredictedLocationCorrect
0,1200,279.0,0.0031934306569343053,0.0,0,0,0.0,0.0,0
0,1756,335.0,0.006082725060827246,0.0,0,0,0.0,0.0,0
1,1702,70.0,0.03163017031630167,0.0,0,1,0.0,0.0,0
0,2121,296.0,0.0010644768856447689,0.0,0,0,0.0,0.0,0
0,4172,85.0,3.0413625304136254E-4,0.0,0,0,0.0,0.0,0
0,1690,212.0,4.562043795620438E-4,0.0,0,0,0.0,0.0,0
0,2179,215.0,0.0019768856447688566,0.0,0,0,0.0,0.0,0
0,2985,168.0,3.0413625304136254E-4,0.0,0,0,0.0,0.0,0
1,604,293.0,0.0031934306569343053,0.0,0,0,0.0,0.0,0
1,2002,105.0,0.0038017031630170296,0.0,0,0,0.0,0.0,0
0,3625,290.0,0.009124087591240868,0.0,0,0,0.0,0.0,0
0,2378,92.0,0.022658150851581484,0.0,0,1,0.0,0.0,0
1,1020,152.0,0.012317518248175171,0.0,0,0,0.0,0.0,0
0,2561,40.0,0.014598540145985387,0.0,0,1,0.0,0.0,0
0,1038,19.0,3.0413625304136254E-4,0.0,0,0,0.0,0.0,0
1,506,148.0,0.008515815085158144,0.0,0,0,0.0,0.0,0
0,3918,303.0,6.082725060827251E-4,0.0,0,0,0.0,0.0,0
1,1325,152.0,0.012317518248175171,0.0,0,0,0.0,0.0,0
1,1991,120.0,0.026003649635036468,0.0,0,1,0.0,0.0,0
0,11,269.0,0.002889294403892943,0.0,0,0,0.0,0.0,0
1,255,43.0,0.0024330900243309,0.0,0,0,0.0,0.0,0
1,586,49.0,0.015358880778588792,0.0,0,1,0.0,0.0,0
0,1086,22.0,0.011405109489051084,0.0,0,0,0.0,0.0,0
0,4076,299.0,0.00927615571776155,0.0,0,0,0.0,0.0,0
1,1998,131.0,0.0034975669099756674,0.0,0,0,0.0,0.0,0
0,2324,239.0,0.017183698296836965,0.0,0,1,0.0,0.0,0
0,1857,113.0,0.004257907542579073,0.0,0,0,0.0,0.0,0
1,383,136.0,0.0018248175182481753,0.0,0,0,0.0,0.0,0
1,517,243.0,0.004409975669099754,0.0,0,0,0.0,0.0,0
0,1910,238.0,0.007147201946472013,0.0,0,0,0.0,0.0,0
1,760,71.0,0.013229927007299257,0.0,0,0,0.0,0.0,0
0,2698,71.0,0.013229927007299257,0.0,0,0,0.0,0.0,0
1,102,148.0,0.008515815085158144,0.0,0,0,0.0,0.0,0
1,98,33.0,0.013381995133819938,0.0,0,0,0.0,0.0,0
0,189,183.0,4.562043795620438E-4,0.0,0,0,0.0,0.0,0
1,710,113.0,0.004257907542579073,0.0,0,0,0.0,0.0,0
1,2334,150.0,0.0056265206812652025,0.0,0,0,0.0,0.0,0
0,2725,92.0,0.022658150851581484,0.0,0,1,0.0,0.0,0
0,354,245.0,4.562043795620438E-4,0.0,0,0,0.0,0.0,0
1,1242,49.0,0.015358880778588792,0.0,0,1,0.0,0.0,0
1,2170,414.0,0.0013686131386861315,0.0,0,0,0.0,0.0,0
1,1769,108.0,0.00532238442822384,0.0,0,0,0.0,0.0,0
1,499,246.0,0.005930656934306565,0.0,0,0,0.0,0.0,0
1,1676,95.0,0.013990267639902663,0.0,0,0,0.0,0.0,0
1,1007,26.0,0.009732360097323593,0.0,0,0,0.0,0.0,0
0,2081,239.0,0.017183698296836965,0.0,0,1,0.0,0.0,0
0,3021,320.0,0.0080596107055961,0.0,0,0,0.0,0.0,0
1,1087,205.0,0.003041362530413624,0.0,0,0,0.0,0.0,0
0,425,8.0,0.007603406326034057,0.0,0,0,0.0,0.0,0
1,1402,234.0,0.015815085158150836,0.0,0,1,0.0,0.0,0
