city,index_within_city,venue_cat,correctCategoryPredictionProb,predictedCategory,isPredictedCategoryCorrect,inTopTen,correctLocationPredictionProb,predictedLocation,isPredictedLocationCorrect
0,3071,196.0,0.0011936022917164002,0.0,0,0,0.0,0.0,0
0,2575,201.0,0.006684172833611845,0.0,0,0,0.0,0.0,0
1,834,109.0,0.005025125628140702,0.0,0,0,0.0,0.0,0
1,1644,152.0,0.011725293132328311,0.0,0,0,0.0,0.0,0
0,3555,269.0,0.0019097636667462401,0.0,0,0,0.0,0.0,0
1,79,33.0,0.008375209380234503,0.0,0,0,0.0,0.0,0
1,1330,240.0,0.008375209380234503,0.0,0,0,0.0,0.0,0
0,1380,191.0,0.0023872045834328003,0.0,0,0,0.0,0.0,0
1,2357,389.0,8.375209380234506E-4,0.0,0,0,0.0,0.0,0
0,1416,238.0,0.008116495583671526,0.0,0,0,0.0,0.0,0
0,1795,70.0,0.03533062783480548,0.0,0,1,0.0,0.0,0
0,2479,323.0,0.0021484841250895203,0.0,0,0,0.0,0.0,0
0,4060,279.0,0.0019097636667462401,0.0,0,0,0.0,0.0,0
0,2984,303.0,7.161613750298401E-4,0.0,0,0,0.0,0.0,0
1,2295,311.0,0.0029313232830820764,0.0,0,0,0.0,0.0,0
0,336,48.0,0.005968011458582004,0.0,0,0,0.0,0.0,0
1,1947,290.0,0.009212730318257955,0.0,0,0,0.0,0.0,0
1,1880,104.0,0.001256281407035176,0.0,0,0,0.0,0.0,0
0,4034,315.0,0.008116495583671526,0.0,0,0,0.0,0.0,0
0,2666,257.0,0.0019097636667462401,0.0,0,0,0.0,0.0,0
1,1810,32.0,0.00879396984924623,0.0,0,0,0.0,0.0,0
1,115,259.0,0.02596314907872699,0.0,0,1,0.0,0.0,0
1,2225,151.0,0.02303182579564491,0.0,0,1,0.0,0.0,0
1,803,243.0,0.004606365159128977,0.0,0,0,0.0,0.0,0
1,1658,95.0,0.017587939698492473,0.0,0,1,0.0,0.0,0
0,3590,154.0,0.005490570541895443,0.0,0,0,0.0,0.0,0
0,3532,238.0,0.008116495583671526,0.0,0,0,0.0,0.0,0
0,4003,251.0,0.00405824779183576,0.0,0,0,0.0,0.0,0
1,812,111.0,0.014237855946398667,0.0,0,0,0.0,0.0,0
1,592,390.0,0.001256281407035176,0.0,0,0,0.0,0.0,0
0,3244,239.0,0.020291238959178816,0.0,0,1,0.0,0.0,0
0,1911,42.0,0.0038195273334924802,0.0,0,0,0.0,0.0,0
1,1489,71.0,0.018425460636515924,0.0,0,1,0.0,0.0,0
1,1514,148.0,0.011306532663316585,0.0,0,0,0.0,0.0,0
1,710,113.0,0.0037688442211055266,0.0,0,0,0.0,0.0,0
0,1474,111.0,0.007877775125328246,0.0,0,0,0.0,0.0,0
0,1676,121.0,4.7744091668656003E-4,0.0,0,0,0.0,0.0,0
0,1826,157.0,0.006684172833611845,0.0,0,0,0.0,0.0,0
1,2021,160.0,0.007537688442211052,0.0,0,0,0.0,0.0,0
1,204,116.0,0.011725293132328311,0.0,0,0,0.0,0.0,0
0,410,272.0,4.7744091668656003E-4,0.0,0,0,0.0,0.0,0
0,710,234.0,0.017904034375746003,0.0,0,1,0.0,0.0,0
0,120,276.0,0.0021484841250895203,0.0,0,0,0.0,0.0,0
1,961,48.0,0.005443886097152427,0.0,0,0,0.0,0.0,0
1,1347,173.0,0.004187604690117252,0.0,0,0,0.0,0.0,0
0,794,173.0,0.005490570541895443,0.0,0,0,0.0,0.0,0
1,1083,288.0,0.015075376884422119,0.0,0,1,0.0,0.0,0
0,3201,26.0,0.007877775125328246,0.0,0,0,0.0,0.0,0
1,1632,243.0,0.004606365159128977,0.0,0,0,0.0,0.0,0
