city,index_within_city,venue_cat,correctCategoryPredictionProb,predictedCategory,isPredictedCategoryCorrect,inTopTen,correctLocationPredictionProb,predictedLocation,isPredictedLocationCorrect
0,3071,196.0,0.009948213823262848,190.0,0,0,0.2310977977019221,3071.0,1
0,2575,201.0,0.050399606374576515,201.0,1,1,0.45866543868533177,2575.0,1
1,834,109.0,0.00162393543855265,70.0,0,0,0.02090176788287382,2225.0,0
1,1644,152.0,0.01729536699422934,230.0,0,1,0.07808884588065904,812.0,0
0,3555,269.0,0.0013331169315023619,71.0,0,0,0.03347997666712755,1795.0,0
1,79,33.0,0.0016278407669036946,40.0,0,0,0.012094575807461965,803.0,0
1,1330,240.0,0.0035356630757527835,70.0,0,0,0.027977602147244755,1489.0,0
0,1380,191.0,0.006235474164456346,70.0,0,0,0.12375279501647934,2575.0,0
1,2357,389.0,0.0012433740205760543,307.0,0,0,0.04296114205096021,1632.0,0
0,1416,238.0,0.011443138418006225,234.0,0,0,0.1263866506404796,1416.0,1
0,1795,70.0,0.050212164073432576,120.0,0,1,0.07101317234310138,2666.0,0
0,2479,323.0,0.010101010101001225,318.0,0,0,0.15886297034839675,2479.0,1
0,4060,279.0,0.05662983425388469,288.0,0,1,0.677557339512403,4060.0,1
0,2984,303.0,0.0011337037009627076,160.0,0,0,0.040016679726295086,3590.0,0
1,2295,311.0,0.014728305412318099,188.0,0,1,0.22046622636102306,2021.0,0
0,336,48.0,0.005863169837309614,141.0,0,0,0.044842049246659986,4034.0,0
1,1947,290.0,0.0021559674227226615,143.0,0,0,0.015396010689867292,812.0,0
1,1880,104.0,9.132466402115952E-4,40.0,0,0,0.025963244680668327,1632.0,0
0,4034,315.0,0.0033280380725469443,44.0,0,0,0.022582381051626535,2666.0,0
0,2666,257.0,0.0032281560748193307,70.0,0,0,0.043257640754207356,3201.0,0
1,1810,32.0,0.00263362178479951,233.0,0,0,0.01526020749470978,1489.0,0
1,115,259.0,0.022331946494196737,33.0,0,1,0.05118977955374067,1083.0,0
1,2225,151.0,0.005252677918010444,39.0,0,0,0.014913000429476287,204.0,0
1,803,243.0,0.0011946882264070348,33.0,0,0,0.01269585616674561,1632.0,0
1,1658,95.0,0.011525297207632127,230.0,0,0,0.05888496313056655,812.0,0
0,3590,154.0,0.0017730496453901672,49.0,0,0,0.019045981974037157,2666.0,0
0,3532,238.0,0.0012526122087778268,44.0,0,0,0.01487165567560152,1416.0,0
0,4003,251.0,0.006719499136144519,70.0,0,0,0.08403340968447941,120.0,0
1,812,111.0,0.0023584905660377973,320.0,0,1,0.04864215072333632,204.0,0
1,592,390.0,0.003205908344486869,22.0,0,0,0.10523522392506258,592.0,1
0,3244,239.0,0.025531286218959764,234.0,0,1,0.07364054509552874,1416.0,0
0,1911,42.0,0.0017669552859896297,67.0,0,0,0.028865449465384913,3555.0,0
1,1489,71.0,0.04430379746824163,230.0,0,1,0.1439186257489425,1489.0,1
1,1514,148.0,8.669470597354556E-4,230.0,0,0,0.004597259040659775,803.0,0
1,710,113.0,0.007980094393804957,70.0,0,0,0.014367834399482126,812.0,0
0,1474,111.0,0.014207063772992629,318.0,0,0,0.0830259131572619,3590.0,0
0,1676,121.0,6.319181048991946E-4,70.0,0,0,0.01625223838860063,2479.0,0
0,1826,157.0,0.0030818276477942498,44.0,0,0,0.024511315576515307,2666.0,0
1,2021,160.0,0.040667002142036765,188.0,0,1,0.24384385832220884,2021.0,1
1,204,116.0,0.034256180150015296,111.0,0,1,0.14324024922604262,1489.0,0
0,410,272.0,0.0013458291247403953,70.0,0,0,0.041312485914691416,3590.0,0
0,710,234.0,0.016911636119045156,70.0,0,1,0.06515849660773845,1416.0,0
0,120,276.0,9.850656543408953E-4,44.0,0,0,0.016225173301775662,4034.0,0
1,961,48.0,0.007672162182259438,40.0,0,0,0.09068395028624567,1632.0,0
1,1347,173.0,0.004157121872196127,70.0,0,0,0.06342736363877416,2021.0,0
0,794,173.0,0.007174982279795536,318.0,0,0,0.06832332502739298,1416.0,0
1,1083,288.0,0.19797525309356176,288.0,1,1,0.8484666914975767,1083.0,1
0,3201,26.0,0.00825364553113069,120.0,0,0,0.07505586185297515,1911.0,0
1,1632,243.0,0.008647165088573619,83.0,0,1,0.10337405802855056,1632.0,1
