Table 107 Count 58 :	[274, 1762, 1492, 273, 4, 2037, 818, 1918, 2207, 407, 1772, 567, 2050, 694, 932, 1649, 569, 30, 1882, 799, 918, 160, 775, 906, 905, 2211, 56, 177, 656, 479, 1310, 473, 199, 348, 72, 466, 73, 742, 1843, 1437, 461, 2124, 1283, 1589, 1550, 1459, 1665, 2402, 719, 1815, 1542, 107, 2168, 970, 975, 352, 1800, 845]
Table 172 Count 12 :	[2151, 426, 1953, 190, 953, 188, 172, 738, 1432, 2335, 183, 302]
Table 177 Count 11 :	[851, 1443, 2134, 1579, 1462, 1433, 2172, 1621, 1028, 1044, 1496]
Table 328 Count 32 :	[1763, 65, 2206, 1576, 67, 468, 1636, 1837, 1288, 87, 561, 634, 2031, 328, 757, 715, 174, 445, 173, 36, 447, 1122, 319, 533, 1202, 1924, 189, 52, 1381, 844, 181, 1691]
Table 397 Count 38 :	[68, 744, 64, 885, 1157, 750, 66, 276, 2072, 128, 737, 743, 2137, 1841, 1778, 1048, 393, 397, 1109, 386, 1423, 151, 2302, 2406, 1252, 444, 369, 515, 1813, 314, 228, 2111, 982, 792, 532, 417, 58, 841]
Table 429 Count 53 :	[414, 415, 679, 1634, 12, 287, 15, 17, 804, 1779, 387, 271, 440, 35, 1407, 1127, 46, 915, 44, 45, 1747, 429, 665, 59, 1999, 71, 751, 1161, 346, 623, 464, 1719, 629, 93, 1417, 94, 88, 91, 100, 101, 98, 96, 1069, 859, 110, 2408, 105, 596, 491, 1683, 1553, 1214, 604]
Table 443 Count 47 :	[476, 272, 2205, 1021, 1216, 544, 6, 2266, 202, 1696, 891, 1976, 1031, 19, 1476, 1053, 2384, 1965, 2398, 1784, 1485, 215, 451, 809, 450, 1669, 1187, 2338, 443, 511, 2339, 787, 368, 1521, 2007, 1463, 852, 496, 2228, 1945, 1866, 2354, 2144, 1264, 2220, 1797, 422]
Table 486 Count 6 :	[191, 1298, 486, 1198, 1515, 2272]
Table 500 Count 84 :	[1643, 2067, 1103, 1370, 2038, 1919, 1502, 1904, 1635, 403, 2194, 1230, 2076, 2047, 2185, 1898, 1477, 392, 1656, 2054, 2055, 1472, 24, 1650, 2328, 1788, 2063, 1609, 1527, 1133, 1611, 432, 433, 2008, 435, 1528, 1121, 1509, 910, 1271, 1749, 1868, 1516, 1994, 1382, 1993, 1992, 1513, 1274, 2212, 2133, 2135, 1580, 1036, 2370, 1577, 1575, 1163, 1709, 1301, 1300, 1410, 1289, 1592, 753, 2246, 997, 1584, 2404, 2405, 583, 1677, 501, 1056, 1083, 1926, 1805, 1204, 1557, 2279, 1556, 1558, 1316, 1076]
Table 555 Count 2 :	[1132, 1184]
Table 579 Count 26 :	[137, 139, 1372, 558, 618, 949, 1290, 574, 1177, 1179, 1790, 1548, 578, 579, 1251, 920, 796, 917, 1811, 709, 1877, 1510, 1871, 1750, 1387, 2152]
Table 599 Count 8 :	[103, 577, 1034, 2297, 1465, 161, 1073, 1286]
Table 631 Count 8 :	[1067, 1493, 631, 1431, 771, 1068, 2115, 688]
Table 663 Count 7 :	[1305, 564, 1760, 1364, 1755, 663, 362]
Table 717 Count 34 :	[1100, 1, 1308, 2380, 2142, 1090, 2019, 1958, 458, 1247, 1347, 32, 1881, 1731, 1406, 717, 716, 1540, 40, 1738, 437, 2170, 1063, 1392, 254, 2082, 431, 1920, 490, 660, 1856, 2365, 2154, 1379]
