Table 55 Count 6 :	[255, 251, 108, 480, 346, 285]
Table 60 Count 31 :	[205, 468, 406, 404, 344, 19, 216, 457, 387, 145, 385, 28, 34, 171, 510, 374, 38, 172, 381, 43, 227, 497, 316, 438, 165, 288, 254, 291, 54, 242, 60]
Table 106 Count 63 :	[2, 409, 140, 278, 7, 8, 130, 156, 263, 384, 271, 268, 31, 33, 168, 174, 311, 313, 432, 41, 167, 186, 48, 295, 178, 298, 418, 63, 62, 183, 180, 61, 422, 340, 65, 200, 67, 196, 199, 85, 326, 463, 222, 81, 459, 321, 335, 215, 330, 90, 238, 103, 101, 506, 507, 231, 230, 229, 356, 252, 253, 247, 483]
Table 139 Count 62 :	[136, 139, 143, 6, 281, 131, 280, 401, 155, 24, 386, 147, 29, 390, 30, 269, 441, 307, 445, 162, 436, 44, 49, 55, 52, 59, 299, 177, 68, 477, 338, 473, 77, 78, 198, 347, 192, 462, 83, 456, 93, 332, 95, 209, 88, 91, 239, 511, 236, 98, 96, 370, 106, 226, 225, 499, 115, 355, 490, 246, 125, 123]
Table 152 Count 68 :	[137, 410, 273, 141, 142, 9, 132, 152, 395, 16, 153, 159, 144, 26, 391, 151, 516, 32, 443, 444, 513, 514, 515, 161, 315, 314, 51, 426, 185, 429, 190, 431, 57, 420, 302, 71, 64, 349, 195, 74, 461, 223, 322, 334, 333, 208, 448, 102, 509, 237, 232, 500, 111, 104, 493, 117, 116, 352, 114, 354, 113, 364, 484, 126, 365, 367, 240, 482]
Table 154 Count 40 :	[275, 201, 414, 339, 197, 403, 79, 13, 345, 464, 194, 134, 17, 220, 154, 87, 18, 21, 217, 398, 458, 23, 89, 175, 368, 234, 173, 46, 317, 105, 425, 184, 494, 188, 127, 244, 124, 245, 421, 481]
Table 172 Count 10 :	[250, 369, 308, 261, 42, 380, 419, 435, 498, 14]
Table 179 Count 14 :	[424, 495, 504, 489, 191, 470, 297, 471, 179, 182, 450, 149, 164, 120]
Table 214 Count 9 :	[412, 487, 214, 434, 94, 300, 72, 379, 318]
Table 259 Count 37 :	[342, 274, 207, 138, 206, 474, 282, 286, 135, 465, 258, 221, 259, 256, 393, 392, 257, 399, 320, 396, 213, 148, 328, 440, 304, 512, 39, 310, 163, 502, 378, 119, 118, 353, 485, 176, 243]
Table 264 Count 36 :	[478, 343, 479, 341, 408, 476, 3, 5, 351, 466, 193, 15, 84, 325, 397, 212, 264, 146, 265, 452, 449, 508, 517, 375, 371, 36, 312, 382, 319, 439, 289, 427, 359, 248, 430, 417]
Table 267 Count 11 :	[491, 249, 25, 128, 267, 40, 56, 107, 361, 75, 181]
Table 269 Count 12 :	[305, 492, 290, 4, 294, 233, 276, 402, 416, 350, 366, 437]
Table 272 Count 22 :	[373, 0, 1, 169, 272, 66, 97, 447, 501, 10, 12, 224, 284, 45, 327, 157, 158, 219, 82, 121, 211, 363]
Table 360 Count 7 :	[394, 460, 76, 433, 383, 270, 360]
Table 389 Count 15 :	[99, 446, 110, 400, 11, 109, 73, 50, 53, 22, 296, 301, 150, 389, 241]
Table 442 Count 32 :	[411, 70, 472, 283, 129, 348, 133, 467, 218, 266, 92, 451, 331, 388, 372, 442, 100, 235, 505, 228, 160, 496, 47, 376, 166, 357, 358, 292, 488, 58, 122, 362]
Table 454 Count 39 :	[204, 69, 279, 475, 277, 203, 337, 202, 413, 336, 469, 287, 407, 405, 324, 86, 262, 80, 20, 260, 455, 454, 453, 27, 329, 35, 170, 306, 309, 37, 503, 377, 187, 428, 112, 189, 486, 423, 303]
Table 474 Count 4 :	[293, 415, 323, 210]
There are 19 occupied tables
