city,index_within_city,venue_cat,correctCategoryPredictionProb,predictedCategory,isPredictedCategoryCorrect,inTopTen,correctLocationPredictionProb,predictedLocation,isPredictedLocationCorrect
1,38,31.0,0.009093478696998652,33.0,0,0,0.0,0.0,0
0,235,101.0,0.0044215453855016,44.0,0,0,0.0,0.0,0
1,245,230.0,0.04566862898276689,230.0,1,0,0.0,0.0,0
0,4028,140.0,0.008692980595661258,70.0,0,0,0.0,0.0,0
0,2536,259.0,0.023807504464343075,70.0,0,0,0.0,0.0,0
0,1290,307.0,0.02809439716957253,120.0,0,0,0.0,0.0,0
0,508,259.0,0.019544312139293727,44.0,0,0,0.0,0.0,0
0,862,120.0,0.013184755034089224,44.0,0,0,0.0,0.0,0
0,569,120.0,0.03598688551312981,70.0,0,0,0.0,0.0,0
1,592,390.0,0.0026666217083781297,233.0,0,0,0.0,0.0,0
1,2114,337.0,8.541119025681182E-4,70.0,0,0,0.0,0.0,0
1,1175,40.0,0.020431393988797487,26.0,0,0,0.0,0.0,0
0,2659,95.0,0.002009230637658886,70.0,0,0,0.0,0.0,0
0,2721,260.0,9.717627079808322E-4,44.0,0,0,0.0,0.0,0
1,104,246.0,9.635617176432124E-4,26.0,0,0,0.0,0.0,0
1,1230,283.0,0.05174353205849297,288.0,0,0,0.0,0.0,0
1,2402,259.0,0.04051967273419097,39.0,0,0,0.0,0.0,0
1,616,21.0,0.01729537467126719,39.0,0,0,0.0,0.0,0
0,2129,150.0,0.0023041474654377707,26.0,0,0,0.0,0.0,0
1,2354,259.0,0.02547923701753763,70.0,0,0,0.0,0.0,0
0,1454,42.0,0.007885585349830556,44.0,0,0,0.0,0.0,0
0,3058,189.0,0.007945051422183885,70.0,0,0,0.0,0.0,0
1,2000,112.0,0.011344337018274484,70.0,0,0,0.0,0.0,0
0,160,113.0,6.039501710372866E-4,44.0,0,0,0.0,0.0,0
0,2888,95.0,0.003640047123296186,120.0,0,0,0.0,0.0,0
1,656,148.0,0.009947525806618972,39.0,0,0,0.0,0.0,0
1,1946,84.0,0.01678181114675152,287.0,0,0,0.0,0.0,0
0,3337,95.0,0.00452855473411658,120.0,0,0,0.0,0.0,0
0,1190,290.0,0.009834501707804633,44.0,0,0,0.0,0.0,0
